context_feature,item_feature,field_pair,positive_support,negative_support,learned_weight,absolute_weight
ctx:category=baby boys hoodies & active,item:category=baby boys hoodies & active,category×category,32,256,0.0,0.0
ctx:category=baby girls accessories,item:category=baby girls accessories,category×category,24,192,0.0,0.0
ctx:category=baby girls bodysuits,item:category=baby girls bodysuits,category×category,328,2624,0.0,0.0
ctx:category=baby girls clothing sets,item:category=baby girls clothing sets,category×category,80,640,0.0,0.0
ctx:category=baby girls hoodies & active,item:category=baby girls hoodies & active,category×category,64,512,0.0,0.0
ctx:category=baby girls layette sets,item:category=baby girls layette sets,category×category,56,448,0.0,0.0
ctx:category=baby girls sweaters,item:category=baby girls sweaters,category×category,40,320,0.0,0.0
ctx:category=baby girls tops,item:category=baby girls tops,category×category,24,192,0.0,0.0
ctx:category=backpacks casual daypacks,item:category=backpacks casual daypacks,category×category,1184,9472,0.0,0.0
ctx:category=backpacks kids' backpacks,item:category=backpacks kids' backpacks,category×category,280,2240,0.0,0.0
ctx:category=base layers & compression compression pants & tights,item:category=base layers & compression compression pants & tights,category×category,376,3008,0.0,0.0
ctx:category=base layers & compression compression shorts,item:category=base layers & compression compression shorts,category×category,80,640,0.0,0.0
ctx:category=base layers & compression compression shorts,item:price=missing,category×price,80,640,0.0,0.0
ctx:category=base layers & compression compression socks,item:category=base layers & compression compression socks,category×category,104,832,0.0,0.0
ctx:category=base layers & compression compression socks,item:price=missing,category×price,104,832,0.0,0.0
ctx:category=base layers & compression shirts,item:category=base layers & compression shirts,category×category,264,2112,0.0,0.0
ctx:category=base layers & compression shorts,item:category=base layers & compression shorts,category×category,72,576,0.0,0.0
ctx:category=basketball men,item:category=basketball men,category×category,72,576,0.0,0.0
ctx:category=bibs & pants bibs,item:category=bibs & pants bibs,category×category,48,384,0.0,0.0
ctx:category=bibs & pants pants,item:category=bibs & pants pants,category×category,64,512,0.0,0.0
ctx:category=bikinis bottoms,item:category=bikinis bottoms,category×category,328,2624,0.0,0.0
ctx:category=bikinis sets,item:category=bikinis sets,category×category,1256,10048,0.0,0.0
ctx:category=bikinis tops,item:category=bikinis tops,category×category,336,2688,0.0,0.0
ctx:category=bloomers diaper covers & underwear,item:category=bloomers diaper covers & underwear,category×category,24,192,0.0,0.0
ctx:category=bloomers diaper covers & underwear,item:material=cotton,category×material,24,192,0.0,0.0
ctx:category=bloomers diaper covers & underwear,item:price=missing,category×price,24,192,0.0,0.0
ctx:category=body jewelry body chains,item:category=body jewelry body chains,category×category,192,1536,0.0,0.0
ctx:category=body jewelry faux body piercing jewelry,item:category=body jewelry faux body piercing jewelry,category×category,56,448,0.0,0.0
ctx:category=body jewelry piercing jewelry,item:category=body jewelry piercing jewelry,category×category,120,960,0.0,0.0
ctx:category=body jewelry toe rings,item:category=body jewelry toe rings,category×category,96,768,0.0,0.0
ctx:category=boots ankle & bootie,item:category=boots ankle & bootie,category×category,2384,19072,0.0,0.0
ctx:category=boots chelsea,item:category=boots chelsea,category×category,72,576,0.0,0.0
ctx:category=boots chukka,item:category=boots chukka,category×category,376,3008,0.0,0.0
ctx:category=boots knee-high,item:category=boots knee-high,category×category,712,5696,0.0,0.0
ctx:category=boots mid-calf,item:category=boots mid-calf,category×category,848,6784,0.0,0.0
ctx:category=boots motorcycle & combat,item:category=boots motorcycle & combat,category×category,72,576,0.0,0.0
ctx:category=boots motorcycle & combat,item:price=missing,category×price,72,576,0.0,0.0
ctx:category=boots over-the-knee,item:category=boots over-the-knee,category×category,104,832,0.0,0.0
ctx:category=boots oxford & derby,item:category=boots oxford & derby,category×category,40,320,0.0,0.0
ctx:category=boots western,item:category=boots western,category×category,112,896,0.0,0.0
ctx:category=bottoms overalls,item:category=bottoms overalls,category×category,24,192,0.0,0.0
ctx:category=bottoms overalls,item:price=missing,category×price,24,192,0.0,0.0
ctx:category=bottoms pants,item:category=bottoms pants,category×category,80,640,0.0,0.0
ctx:category=bottoms shorts,item:category=bottoms shorts,category×category,40,320,0.0,0.0
ctx:category=boys accessories,item:category=boys accessories,category×category,32,256,0.0,0.0
ctx:category=boys costumes,item:category=boys costumes,category×category,264,2112,0.0,0.0
ctx:category=boys fashion hoodies & sweatshirts,item:category=boys fashion hoodies & sweatshirts,category×category,168,1344,0.0,0.0
ctx:category=boys gloves,item:category=boys gloves,category×category,32,256,0.0,0.0
ctx:category=boys gloves,item:material=polyester,category×material,32,256,0.0,0.0
ctx:category=boys gloves,item:price=missing,category×price,32,256,0.0,0.0
ctx:category=boys hoodies,item:category=boys hoodies,category×category,72,576,0.0,0.0
ctx:category=boys jackets,item:category=boys jackets,category×category,32,256,0.0,0.0
ctx:category=boys jackets,item:feature=imported,category×feature,32,256,0.0,0.0
ctx:category=boys jackets,item:material=polyester,category×material,32,256,0.0,0.0
ctx:category=boys jackets & coats,item:category=boys jackets & coats,category×category,24,192,0.0,0.0
ctx:category=boys jackets & coats,item:feature=imported,category×feature,24,192,0.0,0.0
ctx:category=boys jackets & coats,item:feature=zipper closure,category×feature,24,192,0.0,0.0
ctx:category=boys jackets & coats,item:price=missing,category×price,24,192,0.0,0.0
ctx:category=boys jammers,item:category=boys jammers,category×category,32,256,0.0,0.0
ctx:category=boys jeans,item:category=boys jeans,category×category,48,384,0.0,0.0
ctx:category=boys jeans,item:price=missing,category×price,48,384,0.0,0.0
ctx:category=boys jerseys,item:category=boys jerseys,category×category,48,384,0.0,0.0
ctx:category=boys masks,item:category=boys masks,category×category,32,256,0.0,0.0
ctx:category=boys masks,item:price=missing,category×price,32,256,0.0,0.0
ctx:category=boys pants,item:category=boys pants,category×category,192,1536,0.0,0.0
ctx:category=boys shoes,item:category=boys shoes,category×category,56,448,0.0,0.0
ctx:category=boys shoes,item:price=missing,category×price,56,448,0.0,0.0
ctx:category=boys shorts,item:category=boys shorts,category×category,80,640,0.0,0.0
ctx:category=bracelets bangle,item:category=bracelets bangle,category×category,888,7104,0.0,0.0
ctx:category=bracelets charm,item:category=bracelets charm,category×category,64,512,0.0,0.0
ctx:category=bracelets charms & charm bracelets,item:category=bracelets charms & charm bracelets,category×category,72,576,0.0,0.0
ctx:category=bracelets charms & charm bracelets,item:price=missing,category×price,72,576,0.0,0.0
ctx:category=bracelets cuff,item:category=bracelets cuff,category×category,640,5120,0.0,0.0
ctx:category=bracelets identification,item:category=bracelets identification,category×category,56,448,0.0,0.0
ctx:category=bracelets link,item:category=bracelets link,category×category,768,6144,0.0,0.0
ctx:category=bracelets strand,item:category=bracelets strand,category×category,272,2176,0.0,0.0
ctx:category=bracelets stretch,item:category=bracelets stretch,category×category,464,3712,0.0,0.0
ctx:category=bracelets tennis,item:category=bracelets tennis,category×category,96,768,0.0,0.0
ctx:category=bracelets wrap,item:category=bracelets wrap,category×category,248,1984,0.0,0.0
ctx:category=bras adhesive bras,item:category=bras adhesive bras,category×category,48,384,0.0,0.0
ctx:category=bras adhesive bras,item:price=missing,category×price,48,384,0.0,0.0
ctx:category=bras everyday bras,item:category=bras everyday bras,category×category,1496,11968,0.0,0.0
ctx:category=bras minimizers,item:category=bras minimizers,category×category,56,448,0.0,0.0
ctx:category=bras sports bras,item:category=bras sports bras,category×category,1056,8448,0.0,0.0
ctx:category=bridal accessories bridal veils,item:category=bridal accessories bridal veils,category×category,48,384,0.0,0.0
ctx:category=card & id cases business card cases,item:category=card & id cases business card cases,category×category,152,1216,0.0,0.0
ctx:category=card & id cases card cases,item:category=card & id cases card cases,category×category,176,1408,0.0,0.0
ctx:category=card & id cases id cases,item:category=card & id cases id cases,category×category,48,384,0.0,0.0
ctx:category=card & id cases id cases,item:price=missing,category×price,48,384,0.0,0.0
ctx:category=card cases & money organizers checkbook covers,item:category=card cases & money organizers checkbook covers,category×category,64,512,0.0,0.0
ctx:category=card cases & money organizers coin purses & pouches,item:category=card cases & money organizers coin purses & pouches,category×category,232,1856,0.0,0.0
ctx:category=card cases & money organizers money clips,item:category=card cases & money organizers money clips,category×category,96,768,0.0,0.0
ctx:category=card cases & money organizers wallets,item:category=card cases & money organizers wallets,category×category,2320,18560,0.0,0.0
ctx:category=charm bracelets link,item:category=charm bracelets link,category×category,48,384,0.0,0.0
ctx:category=charm bracelets snake,item:category=charm bracelets snake,category×category,56,448,0.0,0.0
ctx:category=charms & charm bracelets charm bracelets,item:category=charms & charm bracelets charm bracelets,category×category,88,704,0.0,0.0
ctx:category=charms & charm bracelets charms,item:category=charms & charm bracelets charms,category×category,176,1408,0.0,0.0
ctx:category=charms bead,item:category=charms bead,category×category,728,5824,0.0,0.0
ctx:category=charms bead,"item:feature=made of genuine .925 sterling silver, not low quality silver plated. 100% safe for sensitive skin",category×feature,32,5824,0.0,0.0
ctx:category=charms bead,"item:feature=quantity: 1pc, listing only for one bead, chain not included",category×feature,32,5824,0.0,0.0
ctx:category=charms bead,"item:style=compatible with pandora charms, biagi, troll, chamilia, european style, persona, ohm, kay's charmed memories and more. fits both necklace and bracelet 3mm or smaller",category×style,32,5824,0.0,0.0
ctx:category=charms clasp,item:category=charms clasp,category×category,80,640,0.0,0.0
ctx:category=charms italian style,item:category=charms italian style,category×category,32,256,0.0,0.0
ctx:category=clothing sets pant sets,item:category=clothing sets pant sets,category×category,1272,10176,0.0,0.0
ctx:category=clothing sets short sets,item:category=clothing sets short sets,category×category,536,4288,0.0,0.0
ctx:category=clothing sets skirt sets,item:category=clothing sets skirt sets,category×category,120,960,0.0,0.0
ctx:category=clutches & evening bags clutches,item:category=clutches & evening bags clutches,category×category,240,1920,0.0,0.0
ctx:category=clutches & evening bags evening bags,item:category=clutches & evening bags evening bags,category×category,432,3456,0.0,0.0
ctx:category=coats jackets & vests,item:category=coats jackets & vests,category×category,128,1024,0.0,0.0
ctx:category=cold weather gloves,item:category=cold weather gloves,category×category,24,192,0.0,0.0
ctx:category=cold weather gloves,item:color=color: black,category×color,24,192,0.0,0.0
